Z,LR20,LR40,LR60,LR80,LR100,LR120
375,1.28E-06,1.02E-06,8.32E-07,6.86E-07,5.72E-07,4.80E-07
382.5,1.31E-06,1.05E-06,8.58E-07,7.12E-07,5.96E-07,5.04E-07
390,1.34E-06,1.08E-06,8.88E-07,7.40E-07,6.23E-07,5.29E-07
397.5,1.36E-06,1.10E-06,9.08E-07,7.59E-07,6.42E-07,5.47E-07
405,1.40E-06,1.13E-06,9.38E-07,7.88E-07,6.69E-07,5.73E-07
412.5,1.42E-06,1.15E-06,9.56E-07,8.05E-07,6.85E-07,5.89E-07
420,1.45E-06,1.18E-06,9.81E-07,8.29E-07,7.08E-07,6.11E-07
427.5,1.47E-06,1.20E-06,9.98E-07,8.45E-07,7.24E-07,6.26E-07
435,1.48E-06,1.21E-06,1.01E-06,8.56E-07,7.34E-07,6.36E-07
442.5,1.49E-06,1.22E-06,1.02E-06,8.65E-07,7.43E-07,6.45E-07
450,1.49E-06,1.23E-06,1.03E-06,8.72E-07,7.50E-07,6.52E-07
457.5,1.50E-06,1.23E-06,1.03E-06,8.79E-07,7.57E-07,6.58E-07
465,1.50E-06,1.24E-06,1.04E-06,8.83E-07,7.61E-07,6.62E-07
472.5,1.51E-06,1.25E-06,1.05E-06,8.93E-07,7.71E-07,6.72E-07
480,1.52E-06,1.25E-06,1.05E-06,8.98E-07,7.76E-07,6.77E-07
487.5,1.53E-06,1.26E-06,1.06E-06,9.07E-07,7.85E-07,6.86E-07
495,1.52E-06,1.25E-06,1.06E-06,9.03E-07,7.81E-07,6.82E-07
502.5,1.52E-06,1.26E-06,1.06E-06,9.05E-07,7.83E-07,6.84E-07
510,1.51E-06,1.25E-06,1.05E-06,9.02E-07,7.80E-07,6.82E-07
517.5,1.51E-06,1.25E-06,1.05E-06,9.00E-07,7.79E-07,6.81E-07
525,1.50E-06,1.24E-06,1.05E-06,8.95E-07,7.74E-07,6.77E-07
532.5,1.49E-06,1.23E-06,1.04E-06,8.89E-07,7.70E-07,6.72E-07
540,1.48E-06,1.23E-06,1.03E-06,8.85E-07,7.65E-07,6.68E-07
547.5,1.47E-06,1.22E-06,1.03E-06,8.78E-07,7.59E-07,6.63E-07
555,1.47E-06,1.21E-06,1.02E-06,8.74E-07,7.56E-07,6.59E-07
562.5,1.47E-06,1.21E-06,1.02E-06,8.76E-07,7.58E-07,6.61E-07
570,1.47E-06,1.22E-06,1.03E-06,8.83E-07,7.65E-07,6.68E-07
577.5,1.49E-06,1.23E-06,1.04E-06,8.96E-07,7.77E-07,6.81E-07
585,1.50E-06,1.25E-06,1.06E-06,9.11E-07,7.92E-07,6.95E-07
592.5,1.52E-06,1.27E-06,1.07E-06,9.25E-07,8.05E-07,7.08E-07
600,1.54E-06,1.29E-06,1.09E-06,9.44E-07,8.24E-07,7.26E-07
607.5,1.55E-06,1.30E-06,1.11E-06,9.56E-07,8.36E-07,7.38E-07
615,1.57E-06,1.32E-06,1.12E-06,9.71E-07,8.50E-07,7.52E-07
622.5,1.58E-06,1.33E-06,1.14E-06,9.85E-07,8.64E-07,7.65E-07
630,1.60E-06,1.34E-06,1.15E-06,9.99E-07,8.77E-07,7.78E-07
637.5,1.61E-06,1.36E-06,1.16E-06,1.01E-06,8.90E-07,7.91E-07
645,1.63E-06,1.37E-06,1.18E-06,1.03E-06,9.04E-07,8.04E-07
652.5,1.64E-06,1.38E-06,1.19E-06,1.04E-06,9.14E-07,8.14E-07
660,1.65E-06,1.40E-06,1.20E-06,1.05E-06,9.28E-07,8.27E-07
667.5,1.68E-06,1.42E-06,1.23E-06,1.07E-06,9.48E-07,8.47E-07
675,1.69E-06,1.43E-06,1.24E-06,1.09E-06,9.62E-07,8.60E-07
682.5,1.71E-06,1.45E-06,1.26E-06,1.10E-06,9.80E-07,8.78E-07
690,1.72E-06,1.46E-06,1.27E-06,1.11E-06,9.90E-07,8.88E-07
697.5,1.74E-06,1.48E-06,1.28E-06,1.13E-06,1.00E-06,9.02E-07
705,1.74E-06,1.49E-06,1.29E-06,1.14E-06,1.01E-06,9.11E-07
712.5,1.74E-06,1.49E-06,1.29E-06,1.14E-06,1.02E-06,9.14E-07
720,1.74E-06,1.49E-06,1.29E-06,1.14E-06,1.02E-06,9.15E-07
727.5,1.73E-06,1.48E-06,1.29E-06,1.14E-06,1.01E-06,9.13E-07
735,1.72E-06,1.48E-06,1.28E-06,1.13E-06,1.01E-06,9.09E-07
742.5,1.71E-06,1.46E-06,1.27E-06,1.12E-06,1.00E-06,9.01E-07
750,1.70E-06,1.46E-06,1.27E-06,1.12E-06,9.98E-07,8.98E-07
757.5,1.70E-06,1.45E-06,1.27E-06,1.12E-06,9.96E-07,8.97E-07
765,1.70E-06,1.46E-06,1.27E-06,1.12E-06,1.00E-06,9.01E-07
772.5,1.69E-06,1.45E-06,1.26E-06,1.11E-06,9.95E-07,8.97E-07
780,1.69E-06,1.45E-06,1.26E-06,1.12E-06,9.96E-07,8.98E-07
787.5,1.68E-06,1.44E-06,1.26E-06,1.11E-06,9.93E-07,8.96E-07
795,1.67E-06,1.44E-06,1.25E-06,1.11E-06,9.91E-07,8.94E-07
802.5,1.67E-06,1.43E-06,1.25E-06,1.11E-06,9.90E-07,8.93E-07
810,1.66E-06,1.42E-06,1.24E-06,1.10E-06,9.83E-07,8.87E-07
817.5,1.65E-06,1.42E-06,1.24E-06,1.10E-06,9.79E-07,8.84E-07
825,1.64E-06,1.41E-06,1.23E-06,1.09E-06,9.74E-07,8.79E-07
832.5,1.62E-06,1.39E-06,1.22E-06,1.08E-06,9.64E-07,8.69E-07
840,1.61E-06,1.39E-06,1.21E-06,1.07E-06,9.58E-07,8.64E-07
847.5,1.60E-06,1.38E-06,1.21E-06,1.07E-06,9.55E-07,8.62E-07
855,1.59E-06,1.37E-06,1.20E-06,1.06E-06,9.50E-07,8.57E-07
862.5,1.59E-06,1.37E-06,1.20E-06,1.06E-06,9.50E-07,8.57E-07
870,1.58E-06,1.36E-06,1.19E-06,1.06E-06,9.44E-07,8.52E-07
877.5,1.57E-06,1.35E-06,1.19E-06,1.05E-06,9.39E-07,8.48E-07
885,1.56E-06,1.34E-06,1.18E-06,1.04E-06,9.32E-07,8.41E-07
892.5,1.55E-06,1.34E-06,1.17E-06,1.04E-06,9.26E-07,8.36E-07
900,1.54E-06,1.32E-06,1.16E-06,1.03E-06,9.18E-07,8.28E-07
907.5,1.52E-06,1.31E-06,1.15E-06,1.02E-06,9.08E-07,8.19E-07
915,1.51E-06,1.30E-06,1.14E-06,1.01E-06,9.02E-07,8.13E-07
922.5,1.49E-06,1.29E-06,1.13E-06,9.98E-07,8.92E-07,8.04E-07
930,1.48E-06,1.28E-06,1.12E-06,9.93E-07,8.88E-07,8.00E-07
937.5,1.47E-06,1.27E-06,1.11E-06,9.84E-07,8.80E-07,7.93E-07
945,1.46E-06,1.26E-06,1.11E-06,9.80E-07,8.76E-07,7.90E-07
952.5,1.45E-06,1.25E-06,1.10E-06,9.72E-07,8.69E-07,7.83E-07
960,1.45E-06,1.25E-06,1.09E-06,9.69E-07,8.67E-07,7.81E-07
967.5,1.43E-06,1.23E-06,1.08E-06,9.55E-07,8.53E-07,7.68E-07
975,1.42E-06,1.23E-06,1.07E-06,9.50E-07,8.48E-07,7.64E-07
982.5,1.41E-06,1.22E-06,1.07E-06,9.48E-07,8.47E-07,7.63E-07
990,1.40E-06,1.21E-06,1.06E-06,9.39E-07,8.39E-07,7.55E-07
997.5,1.39E-06,1.20E-06,1.05E-06,9.33E-07,8.34E-07,7.51E-07
1005,1.38E-06,1.19E-06,1.04E-06,9.22E-07,8.24E-07,7.41E-07
1012.5,1.37E-06,1.18E-06,1.03E-06,9.14E-07,8.17E-07,7.35E-07
1020,1.35E-06,1.17E-06,1.03E-06,9.07E-07,8.10E-07,7.28E-07
1027.5,1.35E-06,1.16E-06,1.02E-06,9.02E-07,8.05E-07,7.24E-07
1035,1.34E-06,1.16E-06,1.01E-06,8.98E-07,8.01E-07,7.21E-07
1042.5,1.34E-06,1.16E-06,1.02E-06,9.00E-07,8.04E-07,7.24E-07
1050,1.33E-06,1.15E-06,1.01E-06,8.96E-07,8.00E-07,7.20E-07
1057.5,1.33E-06,1.15E-06,1.01E-06,8.91E-07,7.96E-07,7.16E-07
1065,1.32E-06,1.14E-06,1.00E-06,8.87E-07,7.92E-07,7.13E-07
1072.5,1.31E-06,1.14E-06,9.97E-07,8.83E-07,7.89E-07,7.10E-07
1080,1.31E-06,1.13E-06,9.93E-07,8.80E-07,7.86E-07,7.08E-07
1087.5,1.30E-06,1.13E-06,9.89E-07,8.77E-07,7.84E-07,7.06E-07
1095,1.30E-06,1.12E-06,9.86E-07,8.74E-07,7.82E-07,7.04E-07
1102.5,1.29E-06,1.12E-06,9.83E-07,8.72E-07,7.80E-07,7.02E-07
1110,1.29E-06,1.12E-06,9.81E-07,8.70E-07,7.78E-07,7.01E-07
1117.5,1.28E-06,1.11E-06,9.79E-07,8.68E-07,7.77E-07,7.00E-07
1125,1.28E-06,1.11E-06,9.77E-07,8.67E-07,7.76E-07,6.99E-07
1132.5,1.28E-06,1.11E-06,9.75E-07,8.66E-07,7.75E-07,6.99E-07
1140,1.27E-06,1.11E-06,9.73E-07,8.64E-07,7.74E-07,6.98E-07
1147.5,1.27E-06,1.10E-06,9.71E-07,8.63E-07,7.73E-07,6.97E-07
1155,1.26E-06,1.10E-06,9.69E-07,8.62E-07,7.72E-07,6.96E-07
1162.5,1.26E-06,1.10E-06,9.67E-07,8.60E-07,7.71E-07,6.95E-07
1170,1.26E-06,1.10E-06,9.65E-07,8.59E-07,7.70E-07,6.95E-07
1177.5,1.25E-06,1.09E-06,9.63E-07,8.57E-07,7.69E-07,6.94E-07
1185,1.25E-06,1.09E-06,9.61E-07,8.56E-07,7.67E-07,6.93E-07
1192.5,1.25E-06,1.09E-06,9.60E-07,8.54E-07,7.67E-07,6.92E-07
1200,1.24E-06,1.09E-06,9.58E-07,8.53E-07,7.66E-07,6.92E-07
1207.5,1.24E-06,1.08E-06,9.56E-07,8.52E-07,7.65E-07,6.91E-07
1215,1.24E-06,1.08E-06,9.55E-07,8.51E-07,7.65E-07,6.91E-07
1222.5,1.23E-06,1.08E-06,9.53E-07,8.50E-07,7.64E-07,6.91E-07
1230,1.23E-06,1.08E-06,9.52E-07,8.49E-07,7.63E-07,6.90E-07
1237.5,1.23E-06,1.07E-06,9.50E-07,8.48E-07,7.62E-07,6.90E-07
1245,1.22E-06,1.07E-06,9.49E-07,8.47E-07,7.62E-07,6.89E-07
1252.5,1.22E-06,1.07E-06,9.47E-07,8.46E-07,7.61E-07,6.89E-07
1260,1.22E-06,1.07E-06,9.46E-07,8.45E-07,7.60E-07,6.89E-07
1267.5,1.21E-06,1.07E-06,9.44E-07,8.44E-07,7.60E-07,6.88E-07
1275,1.21E-06,1.06E-06,9.43E-07,8.43E-07,7.59E-07,6.88E-07
1282.5,1.21E-06,1.06E-06,9.41E-07,8.42E-07,7.58E-07,6.87E-07
1290,1.21E-06,1.06E-06,9.40E-07,8.41E-07,7.58E-07,6.87E-07
1297.5,1.20E-06,1.06E-06,9.38E-07,8.40E-07,7.57E-07,6.87E-07
1305,1.20E-06,1.06E-06,9.37E-07,8.39E-07,7.57E-07,6.86E-07
1312.5,1.20E-06,1.05E-06,9.36E-07,8.39E-07,7.56E-07,6.87E-07
1320,1.20E-06,1.05E-06,9.35E-07,8.38E-07,7.56E-07,6.87E-07
1327.5,1.19E-06,1.05E-06,9.34E-07,8.38E-07,7.56E-07,6.87E-07
1335,1.19E-06,1.05E-06,9.34E-07,8.38E-07,7.56E-07,6.87E-07
1342.5,1.19E-06,1.05E-06,9.34E-07,8.38E-07,7.57E-07,6.88E-07
1350,1.19E-06,1.05E-06,9.33E-07,8.38E-07,7.57E-07,6.89E-07
1357.5,1.19E-06,1.05E-06,9.33E-07,8.38E-07,7.58E-07,6.89E-07
1365,1.18E-06,1.05E-06,9.32E-07,8.38E-07,7.58E-07,6.90E-07
1372.5,1.18E-06,1.04E-06,9.32E-07,8.38E-07,7.58E-07,6.90E-07
1380,1.18E-06,1.04E-06,9.31E-07,8.38E-07,7.58E-07,6.91E-07
1387.5,1.18E-06,1.04E-06,9.30E-07,8.37E-07,7.58E-07,6.91E-07
1395,1.17E-06,1.04E-06,9.29E-07,8.36E-07,7.58E-07,6.91E-07
1402.5,1.17E-06,1.04E-06,9.28E-07,8.36E-07,7.58E-07,6.91E-07
1410,1.17E-06,1.04E-06,9.27E-07,8.35E-07,7.57E-07,6.90E-07
1417.5,1.17E-06,1.03E-06,9.25E-07,8.34E-07,7.56E-07,6.90E-07
1425,1.16E-06,1.03E-06,9.24E-07,8.33E-07,7.56E-07,6.90E-07
1432.5,1.16E-06,1.03E-06,9.23E-07,8.33E-07,7.56E-07,6.90E-07
1440,1.16E-06,1.03E-06,9.22E-07,8.33E-07,7.56E-07,6.90E-07
1447.5,1.16E-06,1.03E-06,9.22E-07,8.32E-07,7.56E-07,6.91E-07
1455,1.15E-06,1.03E-06,9.21E-07,8.32E-07,7.56E-07,6.91E-07
1462.5,1.15E-06,1.03E-06,9.20E-07,8.32E-07,7.56E-07,6.91E-07
1470,1.15E-06,1.03E-06,9.20E-07,8.32E-07,7.57E-07,6.92E-07
1477.5,1.15E-06,1.02E-06,9.20E-07,8.32E-07,7.58E-07,6.93E-07
1485,1.15E-06,1.02E-06,9.20E-07,8.32E-07,7.58E-07,6.94E-07
1492.5,1.15E-06,1.02E-06,9.20E-07,8.33E-07,7.59E-07,6.95E-07
1500,1.15E-06,1.02E-06,9.19E-07,8.33E-07,7.59E-07,6.96E-07
1507.5,1.14E-06,1.02E-06,9.19E-07,8.33E-07,7.60E-07,6.96E-07
1515,1.14E-06,1.02E-06,9.19E-07,8.34E-07,7.60E-07,6.97E-07
1522.5,1.14E-06,1.02E-06,9.19E-07,8.34E-07,7.61E-07,6.98E-07
1530,1.14E-06,1.02E-06,9.19E-07,8.34E-07,7.62E-07,6.99E-07
1537.5,1.14E-06,1.02E-06,9.19E-07,8.35E-07,7.63E-07,7.00E-07
1545,1.14E-06,1.02E-06,9.19E-07,8.35E-07,7.63E-07,7.01E-07
1552.5,1.14E-06,1.02E-06,9.19E-07,8.35E-07,7.64E-07,7.02E-07
1560,1.13E-06,1.02E-06,9.18E-07,8.35E-07,7.64E-07,7.03E-07
1567.5,1.13E-06,1.02E-06,9.18E-07,8.35E-07,7.65E-07,7.03E-07
1575,1.13E-06,1.01E-06,9.17E-07,8.35E-07,7.65E-07,7.04E-07
1582.5,1.13E-06,1.01E-06,9.17E-07,8.35E-07,7.65E-07,7.04E-07
1590,1.13E-06,1.01E-06,9.17E-07,8.36E-07,7.66E-07,7.05E-07
1597.5,1.13E-06,1.01E-06,9.17E-07,8.36E-07,7.67E-07,7.06E-07
1605,1.12E-06,1.01E-06,9.17E-07,8.36E-07,7.67E-07,7.07E-07
1612.5,1.12E-06,1.01E-06,9.16E-07,8.37E-07,7.68E-07,7.08E-07
1620,1.12E-06,1.01E-06,9.16E-07,8.37E-07,7.68E-07,7.09E-07
1627.5,1.12E-06,1.01E-06,9.15E-07,8.36E-07,7.68E-07,7.09E-07
1635,1.12E-06,1.01E-06,9.15E-07,8.36E-07,7.68E-07,7.10E-07
1642.5,1.11E-06,1.01E-06,9.14E-07,8.36E-07,7.69E-07,7.10E-07
1650,1.11E-06,1.00E-06,9.14E-07,8.36E-07,7.69E-07,7.11E-07
1657.5,1.11E-06,1.00E-06,9.13E-07,8.35E-07,7.69E-07,7.11E-07
1665,1.11E-06,1.00E-06,9.11E-07,8.34E-07,7.68E-07,7.11E-07
1672.5,1.10E-06,9.98E-07,9.09E-07,8.33E-07,7.67E-07,7.10E-07
1680,1.10E-06,9.96E-07,9.07E-07,8.32E-07,7.66E-07,7.09E-07
1687.5,1.10E-06,9.93E-07,9.05E-07,8.30E-07,7.65E-07,7.08E-07
1695,1.09E-06,9.91E-07,9.04E-07,8.29E-07,7.64E-07,7.08E-07
1702.5,1.09E-06,9.89E-07,9.02E-07,8.28E-07,7.64E-07,7.07E-07
1710,1.09E-06,9.86E-07,9.00E-07,8.26E-07,7.63E-07,7.07E-07
1717.5,1.08E-06,9.83E-07,8.98E-07,8.25E-07,7.61E-07,7.06E-07
1725,1.08E-06,9.80E-07,8.96E-07,8.23E-07,7.60E-07,7.05E-07
1732.5,1.08E-06,9.77E-07,8.93E-07,8.21E-07,7.58E-07,7.03E-07
1740,1.07E-06,9.74E-07,8.90E-07,8.19E-07,7.56E-07,7.02E-07
1747.5,1.07E-06,9.71E-07,8.88E-07,8.17E-07,7.55E-07,7.01E-07
1755,1.06E-06,9.67E-07,8.85E-07,8.15E-07,7.53E-07,6.99E-07
1762.5,1.06E-06,9.64E-07,8.83E-07,8.12E-07,7.51E-07,6.98E-07
1770,1.06E-06,9.61E-07,8.80E-07,8.10E-07,7.49E-07,6.96E-07
1777.5,1.05E-06,9.57E-07,8.77E-07,8.08E-07,7.48E-07,6.95E-07
1785,1.05E-06,9.54E-07,8.74E-07,8.06E-07,7.46E-07,6.93E-07
1792.5,1.04E-06,9.51E-07,8.72E-07,8.04E-07,7.44E-07,6.92E-07
1800,1.04E-06,9.48E-07,8.69E-07,8.02E-07,7.43E-07,6.91E-07
1807.5,1.04E-06,9.45E-07,8.68E-07,8.00E-07,7.42E-07,6.90E-07
1815,1.03E-06,9.43E-07,8.66E-07,7.99E-07,7.41E-07,6.90E-07
1822.5,1.03E-06,9.41E-07,8.64E-07,7.98E-07,7.40E-07,6.89E-07
1830,1.03E-06,9.39E-07,8.63E-07,7.97E-07,7.39E-07,6.89E-07
1837.5,1.03E-06,9.37E-07,8.62E-07,7.96E-07,7.39E-07,6.89E-07
1845,1.02E-06,9.36E-07,8.61E-07,7.96E-07,7.39E-07,6.89E-07
1852.5,1.02E-06,9.35E-07,8.60E-07,7.96E-07,7.39E-07,6.90E-07
1860,1.02E-06,9.33E-07,8.59E-07,7.95E-07,7.39E-07,6.90E-07
1867.5,1.02E-06,9.32E-07,8.59E-07,7.95E-07,7.40E-07,6.91E-07
1875,1.02E-06,9.32E-07,8.59E-07,7.96E-07,7.41E-07,6.92E-07
1882.5,1.02E-06,9.32E-07,8.60E-07,7.97E-07,7.42E-07,6.93E-07
1890,1.02E-06,9.32E-07,8.60E-07,7.97E-07,7.43E-07,6.95E-07
1897.5,1.01E-06,9.31E-07,8.60E-07,7.98E-07,7.43E-07,6.95E-07
1905,1.01E-06,9.29E-07,8.59E-07,7.97E-07,7.43E-07,6.96E-07
1912.5,1.01E-06,9.28E-07,8.58E-07,7.97E-07,7.43E-07,6.96E-07
1920,1.01E-06,9.26E-07,8.56E-07,7.96E-07,7.43E-07,6.96E-07
1927.5,1.00E-06,9.25E-07,8.55E-07,7.95E-07,7.42E-07,6.96E-07
1935,1.00E-06,9.23E-07,8.55E-07,7.95E-07,7.42E-07,6.96E-07
1942.5,1.00E-06,9.22E-07,8.54E-07,7.95E-07,7.43E-07,6.97E-07
1950,9.98E-07,9.20E-07,8.53E-07,7.94E-07,7.42E-07,6.96E-07
1957.5,9.96E-07,9.19E-07,8.52E-07,7.93E-07,7.42E-07,6.96E-07
1965,9.94E-07,9.17E-07,8.51E-07,7.93E-07,7.42E-07,6.97E-07
1972.5,9.93E-07,9.17E-07,8.51E-07,7.93E-07,7.43E-07,6.98E-07
1980,9.90E-07,9.15E-07,8.49E-07,7.92E-07,7.42E-07,6.98E-07
1987.5,9.88E-07,9.13E-07,8.48E-07,7.91E-07,7.42E-07,6.97E-07
1995,9.85E-07,9.11E-07,8.46E-07,7.90E-07,7.41E-07,6.97E-07
2002.5,9.81E-07,9.08E-07,8.44E-07,7.88E-07,7.39E-07,6.96E-07
2010,9.77E-07,9.04E-07,8.41E-07,7.86E-07,7.38E-07,6.94E-07
2017.5,9.73E-07,9.01E-07,8.38E-07,7.84E-07,7.35E-07,6.93E-07
2025,9.68E-07,8.97E-07,8.35E-07,7.81E-07,7.33E-07,6.91E-07
2032.5,9.64E-07,8.94E-07,8.32E-07,7.79E-07,7.31E-07,6.89E-07
2040,9.60E-07,8.90E-07,8.29E-07,7.76E-07,7.29E-07,6.87E-07
2047.5,9.54E-07,8.85E-07,8.25E-07,7.73E-07,7.26E-07,6.85E-07
2055,9.51E-07,8.82E-07,8.23E-07,7.71E-07,7.25E-07,6.83E-07
2062.5,9.47E-07,8.80E-07,8.21E-07,7.69E-07,7.23E-07,6.82E-07
2070,9.44E-07,8.77E-07,8.19E-07,7.67E-07,7.22E-07,6.82E-07
2077.5,9.41E-07,8.75E-07,8.17E-07,7.66E-07,7.21E-07,6.81E-07
2085,9.38E-07,8.73E-07,8.15E-07,7.65E-07,7.20E-07,6.80E-07
2092.5,9.35E-07,8.70E-07,8.13E-07,7.63E-07,7.19E-07,6.80E-07
2100,9.32E-07,8.67E-07,8.11E-07,7.61E-07,7.18E-07,6.78E-07
2107.5,9.28E-07,8.64E-07,8.08E-07,7.59E-07,7.16E-07,6.77E-07
2115,9.24E-07,8.61E-07,8.06E-07,7.57E-07,7.14E-07,6.76E-07
2122.5,9.20E-07,8.57E-07,8.03E-07,7.55E-07,7.12E-07,6.74E-07
2130,9.15E-07,8.54E-07,8.00E-07,7.52E-07,7.10E-07,6.72E-07
2137.5,9.10E-07,8.49E-07,7.96E-07,7.49E-07,7.07E-07,6.70E-07
2145,9.05E-07,8.44E-07,7.92E-07,7.45E-07,7.03E-07,6.66E-07
2152.5,8.99E-07,8.39E-07,7.87E-07,7.41E-07,7.00E-07,6.63E-07
2160,8.93E-07,8.34E-07,7.82E-07,7.36E-07,6.96E-07,6.59E-07
2167.5,8.86E-07,8.27E-07,7.76E-07,7.31E-07,6.91E-07,6.55E-07
2175,8.78E-07,8.21E-07,7.70E-07,7.25E-07,6.86E-07,6.50E-07
2182.5,8.70E-07,8.14E-07,7.64E-07,7.20E-07,6.80E-07,6.45E-07
2190,8.62E-07,8.06E-07,7.57E-07,7.13E-07,6.75E-07,6.40E-07
2197.5,8.54E-07,7.99E-07,7.50E-07,7.07E-07,6.69E-07,6.34E-07
2205,8.46E-07,7.91E-07,7.43E-07,7.00E-07,6.63E-07,6.29E-07
2212.5,8.37E-07,7.83E-07,7.36E-07,6.94E-07,6.56E-07,6.23E-07
2220,8.29E-07,7.76E-07,7.29E-07,6.87E-07,6.50E-07,6.17E-07
2227.5,8.20E-07,7.67E-07,7.21E-07,6.80E-07,6.43E-07,6.11E-07
2235,8.11E-07,7.59E-07,7.13E-07,6.72E-07,6.36E-07,6.04E-07
2242.5,8.01E-07,7.50E-07,7.04E-07,6.64E-07,6.29E-07,5.97E-07
2250,7.91E-07,7.41E-07,6.96E-07,6.57E-07,6.22E-07,5.90E-07
2257.5,7.82E-07,7.32E-07,6.88E-07,6.49E-07,6.14E-07,5.83E-07
2265,7.72E-07,7.23E-07,6.79E-07,6.41E-07,6.06E-07,5.76E-07
2272.5,7.62E-07,7.13E-07,6.70E-07,6.32E-07,5.98E-07,5.68E-07
2280,7.51E-07,7.03E-07,6.61E-07,6.24E-07,5.90E-07,5.60E-07
2287.5,7.41E-07,6.93E-07,6.52E-07,6.15E-07,5.82E-07,5.52E-07
2295,7.30E-07,6.83E-07,6.42E-07,6.05E-07,5.73E-07,5.44E-07
2302.5,7.19E-07,6.73E-07,6.33E-07,5.96E-07,5.64E-07,5.35E-07
2310,7.09E-07,6.63E-07,6.23E-07,5.88E-07,5.56E-07,5.27E-07
2317.5,6.99E-07,6.54E-07,6.15E-07,5.79E-07,5.48E-07,5.20E-07
2325,6.89E-07,6.44E-07,6.05E-07,5.71E-07,5.40E-07,5.12E-07
